256 256 6.3299 6.3299 6.3299
1 1 0.81575 0.72039 4.8157
2 1 2.7393 2.2349 1.0232
3 1 1.6345 0.10593 1.4828
4 1 5.0946 2.0859 1.9199
5 1 0.67865 3.9102 6.2509
6 1 2.9654 5.3721 4.8931
7 1 1.945 4.2291 2.2441
8 1 4.0644 3.4705 4.7949
9 1 6.035 4.8439 3.277
10 1 0.038367 1.2408 1.418
11 1 0.26307 0.11551 4.0038
12 1 1.7686 0.40889 5.9513
13 1 5.4006 6.097 5.7862
14 1 1.7188 3.7657 4.2539
15 1 2.6046 3.7879 1.5252
16 1 0.21667 2.5169 3.5847
17 1 3.6188 3.7633 3.8086
18 1 5.5924 2.232 4.5123
19 1 3.4112 5.4942 2.7039
20 1 1.8009 2.2559 5.3893
21 1 1.4977 3.6577 1.4204
22 1 3.1179 4.7543 3.9438
23 1 5.5562 3.0768 2.0461
24 1 1.1155 2.956 0.6993
25 1 4.4029 4.3714 4.2933
26 1 4.2942 3.6143 1.1027
27 1 5.0384 2.8142 1.1033
28 1 3.1974 3.2927 0.82277
29 1 0.24097 6.1312 2.4
30 1 3.9558 2.6107 1.014
31 1 3.4794 6.289 4.7053
32 1 1.8741 4.8593 3.8339
33 1 0.094562 4.3057 5.3717
34 1 6.0245 3.7732 0.33275
35 1 2.0386 5.7129 4.4336
36 1 1.8949 3.1487 3.158
37 1 3.2129 2.7975 1.8319
38 1 3.0708 1.8423 3.8119
39 1 5.8443 1.0489 0.52675
40 1 1.3325 1.656 4.6476
41 1 4.4217 2.4669 4.6089
42 1 5.1177 5.1181 3.8711
43 1 2.5922 5.9474 1.433
44 1 4.7799 0.82091 0.49502
45 1 3.1205 0.69411 1.2134
46 1 2.0164 2.8956 1.9807
47 1 0.88869 1.8109 1.9553
48 1 1.9431 5.2866 5.4247
49 1 2.1509 3.0629 0.85985
50 1 3.4844 6.2496 1.9142
51 1 4.1777 1.5925 4.0318
52 1 4.2224 1.5678 6.2678
53 1 1.2722 5.7823 6.1551
54 1 2.2512 0.3605 0.65888
55 1 2.1538 2.2226 0.10254
56 1 0.068669 0.16699 0.42058
57 1 5.7572 1.3258 2.3821
58 1 5.6623 3.9184 2.7848
59 1 0.31832 1.9974 4.5227
60 1 2.7391 3.4908 2.5563
