0 0
0 0
0 0
0.81706 0.0039443
1.0952 0.080275
1.1986 0.14266
1.2978 0.17638
1.3714 0.17585
1.417 0.56638
1.4465 0.71738
1.4931 0.45992
1.5166 0.67274
1.5708 0.54588
1.5919 0.6922
1.6282 1.4509
1.6512 1.4412
1.6851 1.3807
1.7043 1.6596
1.7435 1.5961
1.7566 1.4069
1.7839 1.5997
1.8401 4.9791
1.8493 4.8283
1.8715 0.77509
1.9105 1.8059
1.9312 3.0751
1.9466 2.295
1.9782 2.1223
1.9899 2.2992
2.0162 1.0739
2.0348 1.1597
2.0713 2.8884
2.0799 3.1821
2.1094 0.89206
2.1197 0.94325
2.1534 1.1384
2.1667 2.0591
2.1785 2.2351
2.2 1.0637
2.2295 1.1765
2.2429 1.7566
2.2664 1.0982
2.2846 1.551
2.3002 2.1381
2.3124 3.0748
2.3292 1.8746
2.3765 1.0529
2.3915 1.3113
2.4091 2.9069
2.4185 3.3602
2.4243 3.0391
2.4471 0.85202
2.4675 1.6802
2.476 2.5118
2.4954 1.2799
2.5178 1.0464
2.5327 0.4739
2.552 1.4244
2.5713 1.7341
2.5919 1.6132
2.6104 2.6764
2.6193 5.6897
2.6242 4.771
2.6584 1.4458
2.6745 2.5323
2.6839 2.3959
2.6991 1.8723
2.7168 3.0256
2.7233 8.1593
2.7265 6.9558
2.7416 1.2626
2.7631 0.63029
2.7781 1.9997
2.7978 3.4806
2.8082 4.0127
2.8134 2.817
2.8237 2.0623
2.8349 1.5707
2.8606 1.3621
2.8726 3.5605
2.8755 2.932
2.8931 0.87669
2.9123 1.1625
2.9274 1.2264
2.9463 0.69319
2.9601 1.0517
2.9722 1.3354
2.9874 1.1424
2.9997 2.4484
3.0083 2.4455
3.0219 0.88126
3.0472 3.3088
3.0538 3.4719
3.0671 2.5401
3.0765 4.4117
3.0817 3.181
3.0954 2.6516
3.1047 4.116
3.1139 2.9632
3.1308 1.482
3.1534 1.0173
3.1663 1.551
3.1735 2.4213
3.1866 2.9888
3.1961 5.2238
3.2 3.6249
3.216 1.5541
3.2309 3.5714
3.2381 2.9755
3.2686 2.8369
3.273 1.3534
3.2761 2.6888
3.2993 1.4515
3.3076 1.7079
3.3236 1.9262
3.3283 2.3941
3.3373 2.5994
3.3474 1.8767
3.3601 0.52861
3.3752 1.4216
3.3881 2.366
3.3976 3.5141
3.4073 2.2444
3.4169 1.8814
3.4268 1.6659
3.442 3.8444
3.4532 3.1822
3.4567 4.5168
3.4628 2.5011
3.4714 1.4387
3.499 2.1047
3.5035 1.4488
3.5081 2.3561
3.5184 3.1009
3.5314 5.1787
3.5375 5.572
3.5459 2.8827
3.5563 1.7335
3.5673 0.85689
