3.0896e-09 1.4
3.1521e-09 1.401
3.2166e-09 1.402
3.283e-09 1.403
3.3515e-09 1.4039
3.4222e-09 1.4049
3.4952e-09 1.4059
3.5705e-09 1.4069
3.6482e-09 1.4079
3.7285e-09 1.4089
3.8115e-09 1.4099
3.8973e-09 1.4108
3.9861e-09 1.4118
4.0778e-09 1.4128
4.1728e-09 1.4138
4.2712e-09 1.4148
4.373e-09 1.4158
4.4785e-09 1.4168
4.5879e-09 1.4177
4.7014e-09 1.4187
4.8191e-09 1.4197
4.9413e-09 1.4207
5.0681e-09 1.4217
5.1999e-09 1.4227
5.3369e-09 1.4236
5.4794e-09 1.4246
5.6277e-09 1.4256
5.782e-09 1.4266
5.9428e-09 1.4276
6.1103e-09 1.4286
6.285e-09 1.4295
6.4674e-09 1.4305
6.6577e-09 1.4315
6.8565e-09 1.4325
7.0644e-09 1.4335
7.2819e-09 1.4345
7.5095e-09 1.4354
7.7479e-09 1.4364
7.9978e-09 1.4374
8.26e-09 1.4384
8.5353e-09 1.4394
8.8245e-09 1.4404
9.1286e-09 1.4413
9.4487e-09 1.4423
9.7858e-09 1.4433
1.0141e-08 1.4443
1.0516e-08 1.4453
1.0913e-08 1.4462
1.1331e-08 1.4472
1.1775e-08 1.4482
1.2245e-08 1.4492
1.2743e-08 1.4501
1.3273e-08 1.4511
1.3836e-08 1.4521
1.4435e-08 1.4531
1.5074e-08 1.454
1.5756e-08 1.455
1.6485e-08 1.456
1.7266e-08 1.457
1.8103e-08 1.4579
1.9002e-08 1.4589
1.9969e-08 1.4599
2.1011e-08 1.4608
2.2137e-08 1.4618
2.3355e-08 1.4628
2.4675e-08 1.4637
2.6109e-08 1.4647
2.7671e-08 1.4657
2.9376e-08 1.4666
3.1242e-08 1.4676
3.3289e-08 1.4685
3.5541e-08 1.4695
3.8027e-08 1.4705
4.0779e-08 1.4714
4.3836e-08 1.4724
4.7244e-08 1.4733
5.1058e-08 1.4742
5.5343e-08 1.4752
6.0179e-08 1.4761
6.5661e-08 1.477
7.1907e-08 1.478
7.9062e-08 1.4789
8.7302e-08 1.4798
9.6851e-08 1.4807
1.0799e-07 1.4816
1.2106e-07 1.4824
1.3653e-07 1.4833
1.5496e-07 1.4841
1.771e-07 1.485
2.039e-07 1.4858
2.3659e-07 1.4865
2.7673e-07 1.4873
3.2626e-07 1.488
3.8744e-07 1.4886
4.6262e-07 1.4892
5.535e-07 1.4897
6.5951e-07 1.4901
7.7495e-07 1.4903
8.8569e-07 1.4905
9.6874e-07 1.4906
1e-05 1.4914
