0.9412, 136.5093
0.9538, 131.2995
0.9475, 108.0986
0.9287, 106.0207
0.9381, 96.1965
0.9602, 74.7066
0.9571, 62.7132
0.9476, 66.4815
0.9289, 55.8101
1.3378, 119.0643
1.3378, 97.0758
1.3626, 81.4881
1.3291, 81.4917
1.3269, 76.1303
1.3424, 71.8149
1.3514, 66.4401
1.3559, 60.2842
1.3073, 73.2284
1.2879, 69.7556
1.316, 67.7478
1.3008, 65.165
1.3115, 61.4715
1.3248, 59.1258
1.2901, 52.1082
1.3117, 53.6488
1.3248, 48.6776
1.3094, 45.9202
1.3292, 42.4828
1.2944, 41.2635
1.3605, 42.8961
1.3183, 30.8234
1.6165, 76.104
1.6058, 60.8552
1.5873, 55.7577
1.649, 57.4041
1.6192, 51.5835
1.6113, 41.2476
1.6355, 40.8475
1.6301, 36.3496
1.6383, 30.5135
1.6221, 25.8654
1.7798, 60.8441
1.7534, 38.9045
1.7623, 33.9534
1.777, 32.6578
1.7593, 30.8077
1.7829, 28.5017
1.8096, 42.8746
1.8399, 43.7151
1.8521, 38.9008
1.8248, 33.9513
1.843, 33.6221
1.8801, 30.8042
1.8615, 29.0592
1.8401, 21.498
1.8896, 21.289
2.0836, 37.4093
2.0596, 34.9487
2.0057, 33.6173
2.0393, 33.6162
2.0224, 29.9149
2.0563, 30.5013
1.9859, 28.2206
2.1046, 32.0194
2.0803, 28.2183
2.1257, 28.2173
2.0025, 25.8559
2.0461, 25.6047
2.1081, 25.3557
1.9992, 23.4604
2.0838, 22.7844
2.1222, 21.2847
2.053, 20.2759
2.0908, 20.2753
2.0908, 18.2187
1.9992, 16.5322
2.2266, 36.6846
2.2789, 36.6831
2.3209, 32.6425
2.2341, 31.0957
2.264, 28.2141
2.3326, 27.9397
2.2602, 26.3578
2.3019, 25.1065
2.2157, 26.3589
2.1974, 27.1394
2.1865, 25.354
2.1757, 23.23
2.1757, 20.8739
2.2231, 23.9165
2.2157, 21.2831
2.2753, 23.6843
2.3057, 22.3417
2.2194, 19.6904
2.2678, 20.2724
2.2905, 19.3101
2.3211, 19.3096
2.2454, 17.3522
2.2641, 15.7443
2.3289, 16.0526
2.2529, 13.8751
2.1867, 13.2174
2.2418, 12.1095
2.3096, 12.8362
2.1977, 9.6834
2.4434, 30.4921
2.4679, 27.399
2.4475, 26.3543
2.4395, 23.6814
2.4721, 23.9122
2.4803, 21.073
2.5051, 23.6803
2.5259, 24.8595
2.581, 26.6093
2.5554, 26.6097
2.5724, 24.8587
2.5343, 22.7766
2.5133, 21.6962
2.5682, 20.8678
2.5596, 22.9987
2.501, 20.0728
2.4969, 18.3911
2.464, 17.0152
2.4886, 16.6873
2.5344, 18.7517
2.5554, 17.6888
2.5303, 16.2071
2.5514, 15.8948
2.6069, 18.0356
2.5983, 16.2064
2.5726, 14.5629
2.7172, 25.592
2.6681, 24.1426
2.6155, 21.4847
2.6549, 20.6646
2.7444, 21.2751
2.6993, 20.6641
2.6814, 19.3048
2.6593, 17.6876
2.6418, 15.74
2.6157, 14.4216
2.6331, 13.4726
2.6157, 12.8334
2.6507, 11.758
2.6815, 15.7396
2.7399, 18.2102
2.7719, 18.3877
2.749, 16.523
2.7355, 15.1387
2.6994, 13.8707
2.686, 15.1392
2.6949, 11.9885
2.7537, 13.4715
2.7628, 15.7388
2.7904, 17.515
2.8089, 20.2648
2.8749, 19.3024
2.8276, 18.2092
2.7446, 11.8721
2.8091, 13.8697
2.7997, 12.9573
2.6773, 9.2207
2.7221, 9.4933
2.7722, 9.5857
2.8373, 9.5854
2.7539, 8.2851
2.7585, 7.5909
2.8515, 8.3655
2.8279, 7.0226
2.8896, 8.697
2.8993, 7.3721
2.9089, 6.6242
2.9625, 6.56
2.9282, 9.1301
2.9281, 10.1606
2.7675, 10.8773
2.8325, 10.983
2.8799, 11.3078
2.9329, 11.4179
2.8184, 12.5847
2.8559, 14.1417
2.875, 15.7377
2.8893, 16.8458
2.8846, 13.3401
2.9134, 14.8456
2.9377, 15.8909
2.9918, 15.2842
2.9622, 13.7343
2.9281, 11.6421
2.8138, 11.9876
2.967, 12.956
2.8892, 24.1392
2.923, 19.8731
2.9424, 22.3321
3.0065, 23.904
2.9916, 22.5495
2.9621, 19.3014
3.0066, 19.8721
