256 256 6.3188 6.3188 6.3188
    1.0000    1.0000    3.1494    2.1649    6.2918
    2.0000    1.0000    5.1753    3.9836    3.9010
    3.0000    1.0000    4.0688    0.6507    0.2611
    4.0000    1.0000    6.1823    0.4631    4.5981
    5.0000    1.0000    4.4246    0.8369    1.2662
    6.0000    1.0000    4.9926    3.4006    3.0303
    7.0000    1.0000    4.2757    3.3866    2.2539
    8.0000    1.0000    4.0845    5.3699    5.9529
    9.0000    1.0000    0.6816    1.8981    1.6941
   10.0000    1.0000    1.1856    3.4774    5.3904
   11.0000    1.0000    5.3804    2.5153    1.0751
   12.0000    1.0000    2.9913    0.4733    3.2647
   13.0000    1.0000    6.1223    3.4623    1.9540
   14.0000    1.0000    3.7218    6.0497    3.0256
   15.0000    1.0000    5.9368    5.4384    0.6988
   16.0000    1.0000    3.0278    2.5737    5.2738
   17.0000    1.0000    5.4762    5.9675    2.3054
   18.0000    1.0000    2.9002    0.5617    2.1694
   19.0000    1.0000    5.1024    3.0986    5.6031
   20.0000    1.0000    2.2128    2.6987    6.1127
   21.0000    1.0000    1.5010    0.8008    5.8554
   22.0000    1.0000    1.7723    4.6304    3.6020
   23.0000    1.0000    5.8413    1.3612    5.5133
   24.0000    1.0000    3.5952    0.4899    5.1415
   25.0000    1.0000    4.3392    2.3163    1.6708
   26.0000    1.0000    4.5678    2.1165    4.4083
   27.0000    1.0000    4.8951    4.6717    5.9221
   28.0000    1.0000    5.9388    0.1988    0.2820
   29.0000    1.0000    3.8006    3.5668    0.3844
   30.0000    1.0000    1.5306    2.0224    2.4357
   31.0000    1.0000    0.7977    0.9469    2.1093
   32.0000    1.0000    2.4990    3.9699    4.1141
   33.0000    1.0000    3.6432    4.1261    1.3215
   34.0000    1.0000    5.9559    0.1851    3.4891
   35.0000    1.0000    5.1362    4.0937    5.0065
   36.0000    1.0000    1.2201    5.1668    0.0905
   37.0000    1.0000    2.2401    2.0965    0.6604
   38.0000    1.0000    0.6638    6.2496    1.8810
   39.0000    1.0000    3.5574    3.0992    3.0165
   40.0000    1.0000    2.4661    4.3417    5.1502
   41.0000    1.0000    4.3101    4.8505    4.0235
   42.0000    1.0000    6.1001    2.3830    1.9313
   43.0000    1.0000    1.6314    5.6843    3.2283
   44.0000    1.0000    3.3764    3.3851    4.0172
   45.0000    1.0000    6.0773    5.9017    5.2533
   46.0000    1.0000    1.5938    1.1557    4.0018
   47.0000    1.0000    2.8232    0.7054    0.3234
   48.0000    1.0000    2.7064    2.9083    2.3304
   49.0000    1.0000    2.6428    3.5515    1.4761
   50.0000    1.0000    5.3088    5.6249    3.3327
   51.0000    1.0000    4.1371    3.9467    3.3597
   52.0000    1.0000    3.1953    5.0901    1.1257
   53.0000    1.0000    0.1582    1.3290    2.9699
   54.0000    1.0000    0.7757    0.4561    0.2389
   55.0000    1.0000    1.6931    4.2981    0.7217
   56.0000    1.0000    3.9142    5.9157    0.6739
   57.0000    1.0000    2.2994    1.3927    3.1965
   58.0000    1.0000    5.8699    3.9635    2.9713
   59.0000    1.0000    0.7433    6.0992    4.8290
   60.0000    1.0000    4.1529    4.7244    5.0969
   61.0000    1.0000    2.8489    6.0431    0.6982
   62.0000    1.0000    1.2812    4.2954    2.6733
   63.0000    1.0000    5.8523    1.2095    3.8600
   64.0000    1.0000    3.3052    3.8477    2.2864
   65.0000    1.0000    5.1820    4.0037    2.1206
   66.0000    1.0000    0.5452    2.3214    2.7128
