O	7.01294	13.9996	4.99397
O	13.828	1.69957	4.39026
O	6.54875	0.205828	3.30334
O	5.40232	4.82491	9.55921
O	1.57271	14.3196	7.83846
O	2.54066	6.31621	6.31914
O	8.28595	1.85044	0.295038
O	3.83537	11.6379	13.051
O	1.39821	11.7142	14.2808
O	8.39216	13.5042	8.46826
O	6.76411	6.16657	10.8603
O	2.64939	8.94853	3.18221
O	0.400083	2.16317	10.0117
O	8.19242	2.41571	8.13119
O	13.0408	7.12726	9.33436
O	1.79449	3.79034	0.24197
O	11.8719	6.72343	1.74142
O	7.10667	5.47776	3.92236
O	12.5738	8.27869	0.727091
O	3.55403	4.81232	10.102
O	5.29477	9.50479	1.38052
O	6.36178	11.7078	1.25496
O	13.5402	11.5945	9.15651
O	12.4613	12.4688	10.3882
O	9.19683	3.20574	12.4461
O	11.2276	9.594	6.25512
O	14.0331	13.222	1.9965
O	5.60163	6.80399	8.05049
O	13.6708	10.004	12.2036
O	0.264608	6.85467	12.8235
O	13.6775	7.97853	5.8145
O	1.4181	9.05407	8.18603
O	13.2679	5.88093	13.0735
O	3.2746	6.57205	0.743143
O	4.51099	13.9333	11.7109
O	13.851	11.7194	6.25432
O	11.8299	8.78387	4.58921
O	0.395843	0.46362	6.64277
O	1.66204	0.130855	11.3807
O	0.341439	9.33388	2.85044
O	7.66369	7.59584	10.1127
O	10.6453	8.56843	8.28084
O	5.50184	0.307551	0.257893
O	10.7581	7.87949	5.72271
O	12.7702	12.294	3.03971
O	11.7511	3.38655	2.88378
O	6.96951	3.78227	8.8794
O	11.9039	2.0099	8.85238
S	5.11446	12.435	7.82405
S	12.937	12.5725	9.32971
S	11.7029	14.4775	2.54499
S	2.4988	13.9925	5.00835
S	11.8199	3.04785	8.34625
S	11.7678	2.4636	0.250663
S	8.74062	13.8713	13.2902
S	13.5683	4.46021	8.90787
S	0.585145	2.365	13.1647
S	12.2653	12.0636	4.05867
S	11.1153	8.95302	10.9904
S	9.69208	0.439205	4.82761
S	7.5177	6.44256	10.0396
S	7.94286	14.312	7.75869
S	1.96153	0.264528	1.43704
S	2.95205	7.04573	11.9445
S	7.93475	1.29049	13.8545
S	4.08532	8.28948	13.3441
S	12.8717	10.7566	1.23505
S	0.132437	14.1287	2.35217
S	13.2953	7.0429	6.36599
S	13.2993	7.90002	8.52119
S	4.92543	1.70877	4.86926
S	9.41295	7.19598	2.92057
O	4.37837	5.12495	13.0635
O	9.88338	2.06785	7.33655
O	2.84613	14.1352	1.81773
O	13.3466	4.08572	2.3188
O	2.91642	13.255	11.047
O	2.71214	11.0229	8.90874
O	5.3785	11.0793	12.4804
O	2.55314	2.97789	8.19072
O	13.2757	4.36688	6.51362
O	9.02057	4.73494	12.8983
