S	1	4.66741	1.00003	9.4769	11.0685	15.8212	-0.11043	-0.0479285	0.047176
S	1	4.66741	1.00003	16.8572	4.66633	4.09012	-0.0119564	-0.0998453	0.0389533
S	1	4.66741	1.00003	9.71955	13.0274	12.4938	0.0649157	0.0748949	-0.0715869
S	1	4.66741	1.00003	8.71651	15.7647	16.1127	0.0338926	-0.0506805	-0.0819692
S	1	4.66741	1.00003	16.9861	7.89287	17.0095	0.00788593	-0.157364	-0.00954527
S	1	4.66741	1.00003	6.20824	2.10061	7.06687	0.0556256	0.00764868	-0.0633126
S	1	4.66741	1.00003	8.28497	16.3642	1.36714	0.00399833	0.0553737	-0.042915
S	1	4.66741	1.00003	5.98211	1.22563	1.95365	0.0599674	-0.0810128	-0.0362209
S	1	4.66741	1.00003	3.48858	1.95217	4.50753	0.0109735	-0.102068	0.00295053
S	1	4.66741	1.00003	11.4194	4.11008	0.928078	-0.113712	-0.0030878	0.0760914
S	1	4.66741	1.00003	12.8424	16.8657	7.28742	0.012527	0.0115347	-0.0170638
S	1	4.66741	1.00003	9.75128	8.1401	0.858743	0.00835363	-0.0578585	0.0926064
O	0	-2.3337	0.571443	10.6167	15.1556	15.846	0.0157041	0.0191336	0.0249457
O	0	-2.3337	0.571443	12.1772	5.42572	7.7514	-0.0483574	0.0821	0.0180873
O	0	-2.3337	0.571443	14.1708	12.3608	3.55199	0.0224549	-0.0372273	0.0173619
O	0	-2.3337	0.571443	2.4865	0.933716	0.597142	-0.0677271	-0.118954	0.0142167
O	0	-2.3337	0.571443	5.48515	10.0485	15.6324	0.0664666	0.0400681	0.00237803
O	0	-2.3337	0.571443	6.81993	15.4177	8.86754	-0.00676024	-0.0863767	0.0228381
O	0	-2.3337	0.571443	13.4147	3.20298	16.7845	0.0342043	0.0169877	0.0393063
O	0	-2.3337	0.571443	1.1022	2.26935	14.0675	0.0726724	0.0698977	0.0170897
O	0	-2.3337	0.571443	14.8769	12.1222	10.4245	0.0670108	-0.0630088	-0.0535633
O	0	-2.3337	0.571443	0.205783	10.3901	16.0231	-0.0566709	-0.0961482	-0.0984544
O	0	-2.3337	0.571443	11.2644	1.20676	6.18586	-0.015401	-0.0529266	0.0452557
O	0	-2.3337	0.571443	6.09922	16.8515	8.17116	0.0507108	-0.0226696	-0.019777
O	0	-2.3337	0.571443	12.7458	4.95021	16.0838	0.00529115	-0.0760188	-0.0162707
O	0	-2.3337	0.571443	4.10435	7.64766	12.5758	-0.0439573	-0.0495416	-0.0324951
O	0	-2.3337	0.571443	9.83892	10.5407	4.98441	-0.04283	0.0989502	0.053081
O	0	-2.3337	0.571443	13.3414	5.62264	9.22332	-0.0868285	-0.0228134	-0.102126
O	0	-2.3337	0.571443	2.94418	8.39259	0.447713	-0.068138	-0.0286553	0.140217
O	0	-2.3337	0.571443	8.89402	1.2594	2.58603	0.00430424	0.00078388	0.0881938
O	0	-2.3337	0.571443	3.54813	17.0555	3.84823	-0.0495881	0.0982672	-0.00160118
O	0	-2.3337	0.571443	12.2013	6.90889	15.6501	0.0707995	-0.0297364	-0.0332561
O	0	-2.3337	0.571443	9.62665	5.73583	1.68095	-0.108882	0.116828	-0.0291529
O	0	-2.3337	0.571443	10.9867	16.1645	4.02013	0.0540086	-0.0120981	0.0367419
O	0	-2.3337	0.571443	12.5602	1.95391	2.44584	-0.0624465	0.0610581	-0.0548116
O	0	-2.3337	0.571443	4.34008	12.6743	0.987877	0.000263864	-0.0488744	0.0201242
S	1	4.66741	1.00003	6.50309	7.16586	12.7016	-0.108906	-0.0279675	-0.0670245
S	1	4.66741	1.00003	8.53631	11.0867	1.51293	-0.121932	-0.0603668	0.00189264
S	1	4.66741	1.00003	5.69197	1.68787	15.2521	0.112658	0.00018828	0.00721422
S	1	4.66741	1.00003	13.3103	15.0303	8.28631	-0.0783133	0.132393	0.115526
S	1	4.66741	1.00003	6.78322	15.243	13.3364	-0.0809555	-0.0776796	-0.0629851
S	1	4.66741	1.00003	1.79596	16.0589	13.6547	-0.0315635	0.0469891	-0.0206532
S	1	4.66741	1.00003	7.72241	2.79819	14.847	-0.112565	-0.170632	-0.0357376
S	1	4.66741	1.00003	9.05679	1.27722	5.22112	-0.0930789	0.0860682	-0.0113482
S	1	4.66741	1.00003	11.9832	12.7964	12.7664	0.0268448	-0.0247202	-0.122166
S	1	4.66741	1.00003	14.7888	14.4249	11.5851	-0.0285341	-0.0507687	-0.180656
S	1	4.66741	1.00003	4.69639	10.4114	14.8661	0.118264	0.125895	-0.105296
S	1	4.66741	1.00003	17.5348	10.7863	7.74964	0.0462527	-0.0846839	0.0337499
O	0	-2.3337	0.571443	2.87907	11.4201	2.83199	0.00774086	0.105885	0.0490768
O	0	-2.3337	0.571443	3.15587	7.68754	2.18768	0.0348953	0.0169884	-0.122837
O	0	-2.3337	0.571443	3.94459	11.1906	15.3316	-0.068068	-0.0216057	0.0764719
O	0	-2.3337	0.571443	9.4682	0.639643	13.6315	0.00935022	0.0933013	0.0518656
O	0	-2.3337	0.571443	7.64616	15.4243	10.5288	-0.0201906	-0.026939	0.00608397
O	0	-2.3337	0.571443	0.291898	13.4167	6.36689	0.0249939	0.02504	-0.0444051
O	0	-2.3337	0.571443	7.67076	16.166	15.8725	-0.00340399	0.00363371	-0.107983
O	0	-2.3337	0.571443	13.8753	17.2806	6.87307	-0.0382701	0.0557828	0.0447737
O	0	-2.3337	0.571443	15.585	2.35224	10.4715	0.103676	0.0360637	0.0930471
O	0	-2.3337	0.571443	7.04344	10.9359	11.3687	0.0333762	0.0712839	0.09672
O	0	-2.3337	0.571443	2.24535	15.4406	12.8254	-0.00848285	-0.014276	0.168129
O	0	-2.3337	0.571443	1.23805	5.95279	11.1542	-0.0514021	0.00870856	0.0508088
O	0	-2.3337	0.571443	5.53308	13.0705	17.3044	-0.00260679	-0.0290503	0.0165947
O	0	-2.3337	0.571443	2.75148	4.75165	12.7949	-0.0405838	-0.0254913	0.0625806
O	0	-2.3337	0.571443	9.45969	13.7235	5.62242	0.0408283	0.0403642	-0.0789674
O	0	-2.3337	0.571443	0.609596	1.43204	15.7962	-0.0835582	-0.0390731	-0.0424963
O	0	-2.3337	0.571443	10.1475	17.3595	2.94916	0.00461174	-0.0546205	0.0403006
O	0	-2.3337	0.571443	4.77377	7.5712	14.7557	-0.00278531	-0.0391196	-0.00659419
O	0	-2.3337	0.571443	16.1206	12.6096	6.2659	0.00697087	0.00962734	0.0139652
O	0	-2.3337	0.571443	0.274631	12.2956	16.3681	-0.0196093	-0.0477965	-0.112278
O	0	-2.3337	0.571443	4.64782	12.7041	13.7515	-0.0420067	0.0217862	-0.0272238
O	0	-2.3337	0.571443	7.85314	13.8446	9.22827	-0.000803941	-0.0342743	0.119557
O	0	-2.3337	0.571443	2.08554	10.2514	12.8524	-0.0130438	0.0712656	-0.0806943
O	0	-2.3337	0.571443	16.6816	7.68835	4.23781	-0.0271982	0.0874337	-0.0496906
S	1	4.66741	1.00003	16.218	16.5411	5.75095	0.158712	-0.186602	-0.0378291
S	1	4.66741	1.00003	5.19224	11.6407	8.35308	0.00806707	0.120172	0.000499036
S	1	4.66741	1.00003	14.4607	0.285164	6.06667	0.275387	-0.201692	-0.0327473
S	1	4.66741	1.00003	3.6871	7.98118	8.22005	0.0187539	0.00652349	0.0708373
S	1	4.66741	1.00003	0.392472	9.27852	6.36222	-0.0492685	-0.0839968	0.0556243
S	1	4.66741	1.00003	13.2929	15.198	3.61115	-0.037444	-0.129406	0.152345
S	1	4.66741	1.00003	6.12896	17.0335	0.84432	0.0572873	-0.0218731	-0.0993284
S	1	4.66741	1.00003	16.4852	10.5533	11.6885	0.0480581	-0.0454613	0.0644298
S	1	4.66741	1.00003	12.0753	8.05168	15.5316	0.0853335	0.10391	-0.0700789
S	1	4.66741	1.00003	0.755894	6.12429	8.511	0.112583	0.0487443	0.119315
S	1	4.66741	1.00003	4.75386	8.23535	11.8194	-0.0762838	-0.00740835	-0.0369688
S	1	4.66741	1.00003	14.971	12.6524	6.36846	0.059196	-0.102107	-0.0149942
O	0	-2.3337	0.571443	3.32237	10.502	17.4423	-0.0203229	-0.00609005	0.0212134
O	0	-2.3337	0.571443	13.8836	3.385	2.06532	-0.0423704	-0.0993483	-0.0114781
O	0	-2.3337	0.571443	1.80561	9.67819	16.4186	0.0129007	-0.0918713	-0.0109662
O	0	-2.3337	0.571443	12.5698	16.1457	10.8945	0.0708164	0.159785	0.0731724
O	0	-2.3337	0.571443	7.57686	3.60243	13.9924	0.078962	-0.0828324	0.148562
O	0	-2.3337	0.571443	13.1286	12.1595	8.11826	0.0813717	-0.0267881	0.123491
O	0	-2.3337	0.571443	6.47161	12.4297	14.2576	-0.0317461	0.00486047	0.0154186
O	0	-2.3337	0.571443	8.26718	7.6666	10.6782	-0.160638	0.0655664	-0.06799
O	0	-2.3337	0.571443	12.7015	3.25078	3.65179	-0.00288953	0.0825848	0.00589192
O	0	-2.3337	0.571443	16.9432	10.609	8.7033	-0.0446806	0.0494249	0.164118
O	0	-2.3337	0.571443	1.54741	5.52676	14.1152	-0.0130661	0.075523	0.0543944
O	0	-2.3337	0.571443	12.527	13.0566	0.585827	-0.0801186	-0.0459733	-0.00391786
O	0	-2.3337	0.571443	15.7975	15.9154	4.88015	0.0200117	0.0750859	-0.0733027
O	0	-2.3337	0.571443	7.23417	10.7636	4.19622	-0.0557498	-0.0366797	0.0384891
O	0	-2.3337	0.571443	2.32313	17.4393	8.83496	0.0129314	0.0217042	0.0917536
O	0	-2.3337	0.571443	5.78472	14.2138	10.0012	-0.0165548	-0.106503	0.0210765
O	0	-2.3337	0.571443	17.3423	8.69545	5.62457	0.00242414	0.0225398	0.0831079
O	0	-2.3337	0.571443	1.40487	8.2084	1.64034	0.0410949	-0.0153412	-0.00193153
O	0	-2.3337	0.571443	7.33134	6.94368	8.33533	-0.0219553	-0.0307947	-0.0332615
O	0	-2.3337	0.571443	2.06807	1.00168	14.8311	-0.0403308	-0.0573562	0.0184659
O	0	-2.3337	0.571443	14.3206	8.31256	8.85764	0.127907	-0.0596641	-0.103542
O	0	-2.3337	0.571443	13.9087	17.5829	5.08423	-0.00965803	-0.0876785	0.0193199
O	0	-2.3337	0.571443	4.56693	16.7522	16.3096	-0.0164509	0.0629153	-0.0208607
O	0	-2.3337	0.571443	6.65747	9.12629	10.8447	-0.0136448	0.0522648	-0.06941
