O	6.35286	1.73221	0.225305
O	9.98694	13.044	4.99329
O	10.2335	2.89429	1.53901
O	13.4693	7.29931	8.03611
O	13.7184	8.31744	13.7314
O	5.10674	1.73755	11.9162
O	11.7636	10.8044	0.738469
O	5.2772	13.3849	3.62346
O	4.90542	2.92261	7.83398
O	1.23699	8.02041	11.2526
O	8.35027	5.53904	5.9911
O	12.6759	2.39961	4.25487
O	5.20998	4.22021	2.72394
O	5.93753	3.68711	6.34384
O	3.1045	7.12786	11.9996
O	3.90271	7.76694	3.53745
O	3.82752	12.0989	3.62804
O	11.2944	3.64109	5.52808
O	5.32355	7.30357	13.863
O	7.06223	10.9479	8.95834
O	9.77304	0.110414	13.652
O	1.53245	4.77641	7.06589
O	4.37149	7.89779	9.44322
O	3.82782	14.2665	5.24288
O	4.17292	12.4448	11.6497
O	0.773663	7.23854	4.92743
O	8.97264	6.26748	12.3721
O	12.1806	8.55165	12.7885
O	1.30376	7.1341	0.404946
O	13.7708	13.2891	6.10617
O	14.1172	14.2648	13.3108
O	10.0477	3.27079	12.4708
O	1.62696	9.84494	10.6975
O	5.85493	11.95	12.0423
O	13.5636	14.2176	2.50739
O	13.4214	6.35551	6.41983
O	8.22711	2.76768	7.62448
O	11.0726	14.1859	8.51853
O	6.6131	5.18922	5.4645
O	0.906478	3.20451	2.35987
O	0.47335	0.554122	9.03144
O	3.82156	10.8948	7.82186
O	9.55305	5.52767	1.14556
O	6.11189	7.51713	3.64867
O	12.1299	11.9127	11.089
O	12.797	14.2413	0.355211
O	10.0461	6.5151	4.4922
O	8.43736	11.4669	7.66213
S	8.22035	1.79692	5.27261
S	10.3376	4.81696	9.58153
S	7.65869	5.49547	5.07136
S	12.1327	3.80398	6.30297
S	9.40831	2.64977	11.7449
S	3.34356	11.0099	8.86882
S	6.13889	7.2016	11.5357
S	10.151	8.06121	2.07681
S	13.4934	8.77718	10.653
S	13.5503	5.47598	5.69421
S	11.9606	1.50691	12.9744
S	9.54734	10.5978	3.63358
S	1.07019	2.52298	3.29956
S	11.4106	0.721886	5.67222
S	10.0473	13.9675	12.7162
S	4.62606	13.0969	1.32997
S	12.3419	6.55122	0.756964
S	3.20171	3.11738	3.58381
S	0.48011	14.108	8.34107
S	10.2367	6.29809	0.629639
S	6.08325	9.0067	7.73776
S	5.62018	2.60668	0.036258
S	3.66611	8.03937	4.62991
S	0.642114	5.764	13.1022
O	3.89394	10.3155	9.60548
O	4.89538	2.23735	13.6844
O	7.40533	12.8378	12.1001
O	8.7811	9.92499	4.1954
O	11.6809	7.05428	5.33567
O	7.78363	13.96	5.63988
O	10.2537	13.204	3.14796
O	13.1914	5.79737	0.687645
O	12.345	7.30871	14.3604
O	13.467	5.69577	4.58246
O	2.83414	8.50243	10.4002
O	4.40545	1.04334	8.16761
O	10.1961	4.39386	8.52008
O	9.87954	6.51059	14.0448
O	6.14188	5.53382	14.0003
O	12.4989	1.17294	1.47336
O	1.37594	1.41505	6.54537
O	7.24016	6.88806	11.6892
O	11.1011	1.39219	4.78487
O	14.1125	5.2933	9.27429
O	4.45329	14.1101	6.9617
O	11.5991	12.2044	5.63144
O	5.92542	7.51513	10.4419
O	3.39781	8.87364	2.09945
O	13.746	1.99613	9.13503
O	0.786892	13.2337	10.6659
O	11.7224	1.47753	11.8407
O	8.22621	11.9351	1.48573
O	6.94834	3.40426	2.65158
O	10.9159	1.54159	13.498
O	8.15852	6.59191	1.52506
O	12.723	4.71929	5.97133
O	6.15123	9.65078	1.04617
O	1.86294	2.03604	11.8553
O	1.75693	6.13951	3.81551
O	6.20754	14.4372	9.38596
O	5.15919	9.21835	10.4259
O	8.01322	4.60969	4.42878
O	2.13412	2.90212	13.5476
O	11.2337	4.19894	2.43508
O	11.3409	5.97743	0.64175
O	7.45678	4.5142	10.7623
O	13.9615	14.0642	7.78784
O	13.9493	2.16468	0.902688
O	8.39481	2.95285	1.26763
O	4.98948	6.48021	6.57861
O	8.55216	13.5347	3.97046
O	6.01016	9.32285	2.8276
S	13.0696	14.1204	13.7136
S	12.8726	14.1988	3.45199
S	1.33484	10.5093	9.79035
S	0.357696	7.28695	11.4605
S	4.5018	5.44035	6.65643
S	1.73912	7.55896	7.98963
S	6.97915	11.7988	11.8304
S	10.8778	13.0899	5.68793
S	11.6794	9.03102	11.8599
S	1.80126	6.70344	4.82765
S	0.37687	1.70751	9.18923
S	7.80961	9.46901	4.62608
S	14.3147	10.4286	11.8975
S	1.16081	5.82419	2.88094
S	5.56636	13.803	13.6941
S	5.7851	14.419	3.57279
S	8.30065	0.445464	8.36872
S	9.13591	2.08707	7.29197
S	0.0332332	14.0997	1.84363
S	1.881	0.412215	6.73495
S	0.944211	7.56348	1.40641
S	5.79338	10.0537	0.0246955
S	3.17263	8.0437	12.7293
S	6.03591	12.3052	6.1782
O	2.53514	8.8724	12.2074
O	1.5395	12.5283	13.2028
O	12.4773	0.636821	9.20462
O	12.6564	5.37811	2.85384
O	13.3255	10.9924	12.0809
O	3.36696	5.48911	6.84964
O	11.5559	13.9844	1.87329
O	8.71354	3.53488	3.04267
O	6.57362	6.88238	0.668148
O	0.253187	0.52999	1.15045
O	3.96185	1.43851	1.76891
O	11.0772	0.507172	0.461939
O	11.3935	14.0897	5.35875
O	12.4561	0.502301	13.2367
O	12.5712	2.36368	13.4425
O	0.384985	6.71014	12.4683
O	6.73686	10.5505	14.0339
O	10.3585	0.25109	11.9122
O	8.08922	3.6586	9.26287
O	5.98105	8.62645	8.82682
O	8.915	1.81875	6.19302
O	5.71528	13.3092	10.8395
O	11.7317	8.74909	4.67026
O	9.09749	1.13892	7.93522
O	10.0279	12.1018	8.22696
O	14.4611	9.64645	12.7399
O	2.93142	0.667999	7.12121
O	4.97445	2.81588	0.983837
O	12.3799	10.5902	8.23707
O	12.445	1.13613	5.9684
O	5.06626	7.9249	2.136
O	2.10774	2.90993	3.64402
O	10.9812	0.582403	10.2265
O	3.13979	6.71892	10.1986
O	3.55927	2.69691	12.3975
O	6.95948	7.90167	2.099
O	2.18389	13.5163	11.8533
O	7.03928	11.6007	10.6991
O	0.562068	8.83748	5.79836
O	11.8441	6.72725	10.9081
O	3.66228	3.20845	2.39987
O	0.261429	1.33299	13.8874
O	2.93317	10.985	4.78404
O	4.1095	11.5532	13.2233
O	10.1933	7.73819	7.93614
O	10.8451	6.42032	12.4438
O	13.3167	10.1752	14.1137
O	5.6475	8.20874	6.99734
