O	6.21129	13.1183	3.94418
O	2.7364	11.7889	0.77084
O	1.65309	7.32817	0.59402
O	8.98984	11.7544	5.66064
O	1.41462	6.62291	13.212
O	0.0888945	11.0951	9.54822
O	10.9715	10.1098	10.38
O	11.9326	6.97907	12.6207
O	4.10056	8.80742	4.67654
O	9.35086	4.96531	1.65499
O	2.32749	3.29944	9.62768
O	1.48844	10.0789	12.9631
O	9.75966	3.88876	4.32911
O	5.31768	10.1217	4.27211
O	10.7828	9.50107	8.70148
O	3.27778	9.82225	12.3422
O	9.10132	8.10377	0.0201824
O	10.6212	8.12805	13.3536
O	12.2566	12.4072	10.3755
O	13.6368	6.65476	1.55144
O	13.7949	0.92231	0.731754
O	1.322	8.74126	1.88022
O	9.71512	9.21808	2.11922
O	1.19055	5.79309	4.57078
O	8.13498	7.80561	11.23
O	5.17819	11.3288	9.60299
O	9.70869	14.2013	8.01322
O	5.0979	0.932287	4.75386
O	6.94787	12.121	7.12824
O	12.9227	9.93732	3.12395
O	10.5765	7.01389	6.05326
O	6.00158	6.61636	11.7357
O	4.24865	1.99553	5.87584
O	8.68158	12.5904	9.84222
O	0.825532	3.76519	0.371174
O	8.45102	4.79394	12.7566
O	13.413	11.3814	0.964674
O	12.9944	12.0493	13.7886
O	13.4422	0.889893	11.2755
O	6.03825	11.734	5.00044
O	3.67438	8.12829	8.26922
O	13.7717	4.11989	11.5057
O	8.29765	10.4643	2.52987
O	6.52583	2.81996	9.24223
O	13.7435	10.2771	6.63682
O	3.50808	10.4847	4.03485
O	9.8381	6.68989	1.07176
O	2.60091	13.6311	0.817061
S	6.32849	13.5256	11.1324
S	9.23436	12.3436	4.69419
S	5.72298	7.56216	6.67621
S	9.36838	4.77043	4.93762
S	13.1326	3.95912	1.64681
S	8.93196	7.0711	0.473864
S	2.87838	10.8387	3.13504
S	5.70658	4.5708	5.28531
S	5.349	5.13473	1.79297
S	9.17112	11.1702	8.04761
S	0.588059	12.156	9.66794
S	10.8805	10.3314	14.4066
S	3.23969	14.0974	1.65128
S	12.3574	8.89376	0.997082
S	2.73833	2.84318	10.5838
S	6.16363	10.8593	9.24271
S	1.00763	12.4993	7.60003
S	10.4151	1.20753	0.824924
S	7.53497	9.82015	5.46975
S	8.05751	12.5315	14.0601
S	9.53075	0.20257	11.851
S	9.66187	12.839	10.3854
S	5.63238	0.191855	7.80044
S	13.5507	6.889	2.68565
O	3.25655	5.15417	4.4919
O	10.1073	2.15005	3.38907
O	3.19476	5.87579	6.20644
O	0.0268344	9.01087	13.4023
O	1.81041	0.840837	7.10895
O	10.2092	13.2174	6.52537
O	4.87213	8.9803	0.590144
O	4.82829	9.45014	11.2552
O	12.7063	6.26759	14.1964
O	0.282146	11.8222	7.04803
O	0.790623	3.92523	5.46648
O	5.33091	11.6914	13.022
O	5.74568	2.05991	13.948
O	6.2245	3.69923	0.336189
O	6.71336	13.3434	5.79859
O	13.3315	9.53736	1.08432
O	3.2589	3.34627	4.83582
O	6.99229	10.3135	6.38496
O	13.3306	7.06861	8.8918
O	10.3782	12.9448	0.843162
O	5.48755	3.2797	12.6256
O	11.6443	7.84703	8.588
O	3.09713	1.85442	0.103861
O	1.51371	4.39023	8.34834
O	10.6149	12.9053	9.74154
O	8.29258	13.4652	6.95678
O	1.22404	6.33203	11.2843
O	10.5403	8.47568	7.15894
O	9.2006	3.27255	0.809262
O	8.70806	13.3503	4.58549
O	8.22989	13.2516	13.1586
O	12.38	4.86939	10.4403
O	9.3973	7.44579	4.08767
O	3.20384	12.8602	6.28717
O	0.620422	6.80708	9.44366
O	10.1099	8.62454	5.31489
O	11.5	0.320122	8.22271
O	8.53906	0.78862	5.02428
O	4.63801	1.38384	10.5055
O	0.648174	0.751977	3.95321
O	8.84866	6.27897	14.0484
O	7.11008	11.9286	13.8051
O	0.241391	2.61187	3.84231
O	3.33025	11.0224	9.84482
O	7.3847	3.86769	6.93461
O	12.3352	11.7723	2.7869
O	5.78726	4.11515	4.23625
O	2.04192	11.9808	7.59586
S	1.46634	7.95961	5.22272
S	5.62374	1.07075	10.9987
S	13.903	2.82485	9.10133
S	6.03052	2.2449	8.2976
S	5.96289	12.8933	5.05569
S	9.46137	10.7296	5.99655
S	1.66189	3.30431	8.71515
S	0.114449	13.1232	11.623
S	6.99242	0.97678	3.3551
S	12.8183	9.59661	6.70237
S	3.17709	4.12202	3.98698
S	1.02333	9.62634	2.57855
S	9.85362	8.50069	4.21878
S	5.25946	3.62194	3.33053
S	11.2943	13.5502	0.504947
S	11.9871	2.63763	0.278415
S	9.40117	3.01261	3.67944
S	12.5228	11.2211	13.1353
S	7.1624	13.247	6.86565
S	12.9079	1.13159	10.2872
S	5.28475	2.17637	12.9031
S	11.1255	2.58413	5.92988
S	3.43934	2.662	0.8624
S	3.09152	12.389	7.33849
O	7.29046	6.30425	13.1079
O	3.56183	0.123574	9.55458
O	0.37737	10.3494	1.92622
O	6.96107	13.943	11.9889
O	2.2984	1.6816	12.8151
O	1.60034	12.6308	13.9957
O	9.66163	8.98266	11.0394
O	8.08601	10.8578	7.80621
O	1.68608	11.874	9.93292
O	5.12427	6.60603	6.94438
O	11.4239	14.0672	5.42842
O	14.352	7.09064	14.3395
O	11.6188	9.57266	0.425141
O	9.00573	5.60753	4.223
O	10.4595	11.0965	0.720223
O	0.0890787	4.50291	3.9406
O	3.90605	6.33367	12.8955
O	4.46841	5.01492	1.05948
O	11.5627	10.9025	13.6776
O	13.0035	12.7707	4.19462
O	1.00216	10.5914	5.87036
O	11.6385	8.69397	1.8847
O	13.8388	0.764125	13.1559
O	1.57488	14.3876	5.38864
O	4.84017	9.65488	13.2479
O	1.20567	12.6558	1.48922
O	13.3483	2.71162	8.0877
O	8.82236	7.82664	6.31727
O	4.89246	13.9485	8.3786
O	7.00441	13.2039	10.2811
O	11.6119	12.0819	5.8411
O	4.50497	12.3062	1.07299
O	7.01981	11.6227	9.34416
O	11.4976	5.21841	13.2329
O	1.16595	3.10922	13.069
O	5.74958	12.6335	11.5296
O	8.96331	11.7043	3.7873
O	1.72063	13.6494	3.65211
O	12.4148	5.11532	5.33952
O	9.6215	10.8228	9.04761
O	1.84049	6.09616	2.91727
O	7.42561	8.68299	5.4234
O	12.7348	3.10541	1.0098
O	0.376641	14.2206	11.8354
O	9.33155	12.3009	7.88897
O	13.2032	10.3076	13.0479
O	2.81563	0.644402	2.0685
O	12.5356	4.17499	7.31954
S	13.1471	5.89739	5.77146
S	6.32746	3.92976	9.74682
S	0.834459	4.96902	7.61479
S	12.4821	14.2056	8.52622
S	9.81538	11.4174	12.167
S	3.41997	14.0039	12.4249
S	12.8239	3.07867	7.12902
S	8.48661	11.5954	2.74015
S	1.01785	14.1782	4.38825
S	8.69633	5.88266	7.83455
S	10.395	0.617152	8.39586
