3.17301	8.37624	15.2192
16.2084	14.743	12.5747
15.7422	8.18087	7.60281
15.9989	1.73119	0.795201
14.6723	3.13514	6.42894
15.7494	2.75274	9.69732
15.6359	13.3415	15.8722
5.02162	9.27833	9.99038
11.1599	2.22444	3.11412
13.4206	7.64785	0.388371
8.50805	4.93417	16.8118
7.43705	18.0258	15.8751
5.38461	0.0852021	3.70746
12.6371	0.776546	7.6157
15.5273	13.2535	6.83252
8.34513	3.42767	6.81941
18.3756	12.2829	8.2501
6.9534	9.63382	4.06811
8.75338	10.3045	13.7088
10.3272	2.3739	7.11678
4.92358	8.86648	4.68978
16.3075	0.035148	12.5905
3.18816	8.71834	12.9827
3.09736	12.3009	1.219
5.99997	1.08122	11.8903
13.8629	15.5952	6.2474
11.4533	11.9337	0.128763
16.1714	9.9465	0.85202
6.83074	1.46638	14.9564
11.655	1.44773	5.681
16.3734	13.6353	1.12604
6.21309	5.23912	0.330028
11.1115	6.55261	1.98038
0.369414	13.8481	11.2279
4.54798	0.930654	10.2203
14.8309	17.0269	17.8289
17.1675	7.51086	10.4823
11.2816	7.89605	0.112826
9.73115	6.97205	9.2453
17.7682	17.4446	18.1103
1.0938	13.5029	3.90505
13.4686	7.15893	10.1727
0.693849	10.745	13.0816
8.86755	17.8399	14.159
10.7115	1.82828	13.7073
6.86942	13.9008	12.5731
13.1396	2.8329	4.75299
17.33	13.4726	17.3824
18.0154	4.78823	6.03406
14.6047	2.61712	9.18652
10.9018	10.2773	5.8159
13.607	2.50671	10.6836
7.83187	9.33333	8.45774
17.5257	16.9412	2.43426
15.5141	3.55744	10.4915
6.93605	15.3727	8.07945
3.77883	14.8822	10.575
3.52831	16.7339	10.191
12.33	12.7884	3.134
4.35397	6.41122	3.11738
1.67872	2.0751	0.174744
5.45772	6.56882	4.75233
3.1023	7.57899	9.24274
9.70942	2.5209	10.8088
12.0464	8.99437	6.23375
17.2154	10.0767	9.36506
4.36237	6.0207	16.3919
13.7726	16.3279	3.02294
11.1147	17.4538	12.6265
17.1033	12.694	13.8498
9.76886	8.82392	3.0055
3.65248	1.11815	10.8703
16.9551	13.4264	0.145276
14.947	11.0973	10.0068
17.6658	0.072081	8.42901
8.52396	6.09871	1.39874
16.4033	13.1529	10.0339
17.8878	7.75694	0.74957
9.64284	13.2443	2.18997
2.93684	1.74584	17.1369
13.514	11.8515	14.2923
3.5121	11.2652	13.6681
13.5932	10.7052	17.6265
8.24939	12.2124	17.6021
13.5381	4.61645	0.726486
15.5493	12.2176	7.29135
14.7451	13.8044	16.4446
3.64939	7.34116	15.3582
15.3804	12.7475	4.28233
5.77327	13.8586	5.1564
12.6529	3.13852	9.12763
10.9472	1.73962	16.5005
4.65703	3.83853	17.7297
1.23196	15.9905	12.3579
11.8309	3.93713	0.971267
1.56322	6.91475	10.2463
