13.4639	12.9456	14.8721
17.0906	0.00452306	17.7361
5.40374	12.5733	16.7223
11.234	4.46356	12.7756
4.30464	7.64374	17.679
8.44414	1.79664	13.0368
7.77495	0.201609	6.47471
14.7355	2.85557	9.64373
4.13183	9.65624	12.7225
17.5168	8.97782	4.40471
6.67832	3.19378	17.7805
7.60633	5.06843	5.19515
11.4462	6.45067	2.87929
6.44242	1.84553	9.50204
6.25344	7.97748	0.472287
0.827257	13.2723	8.22045
17.244	11.2801	10.1744
3.31719	2.42761	9.33417
15.151	14.5496	2.63739
9.26105	17.2722	3.36252
8.58367	2.34668	9.5946
16.8863	11.393	14.5728
15.6198	8.60076	12.8583
15.5923	9.37362	2.04684
17.5854	3.52061	13.7234
12.2386	8.36944	8.86663
8.06232	3.03345	4.36466
8.08624	9.75109	10.9671
17.7196	4.62285	0.602704
2.61505	4.70159	7.05737
4.56055	14.7906	4.47888
10.0876	2.2475	5.11004
10.3223	1.12005	3.23648
9.65024	3.46219	17.309
14.1837	17.8334	12.1267
1.57261	17.7093	7.69181
15.2324	13.4687	7.86868
15.9928	14.9637	13.9033
12.8552	17.1619	4.269
7.13108	9.50626	17.5257
2.666	9.79378	2.24211
16.1667	1.1322	1.24803
16.5363	0.431207	7.75078
3.29296	8.37291	7.637
0.467705	14.6474	9.90145
4.19188	7.5685	15.4423
16.6857	6.03377	6.12319
1.07678	16.7186	3.89808
8.55347	13.0574	4.1123
7.17873	4.6106	7.8641
12.9125	12.6082	9.31816
15.0519	0.941913	4.65516
4.21159	15.0074	16.8395
8.60318	11.2643	4.48726
0.181613	13.853	14.0655
15.2183	12.5814	12.0244
16.9476	7.34458	0.56913
17.1822	12.9496	3.02961
17.6597	5.31858	3.42285
5.74144	7.78266	1.48372
16.4596	15.8417	11.3254
2.68259	1.92173	6.56034
16.3752	0.547704	0.274248
13.5599	5.34678	14.1505
10.685	3.80328	2.31484
10.9198	14.9655	3.94764
1.46866	6.17062	8.86342
2.28362	6.78403	1.25167
16.4776	14.0922	13.3032
1.94826	13.0724	8.16998
16.6476	7.18058	8.97796
2.54661	7.53036	7.87662
10.6764	9.68447	16.1443
12.0698	16.7484	6.66727
1.94772	2.49808	4.87875
15.4789	17.0503	15.3963
14.0601	5.09221	2.87283
7.99246	7.98922	13.136
15.3391	7.60209	17.8343
7.34936	16.189	11.9885
2.75596	1.64981	14.1561
2.30251	3.41169	14.6243
7.52299	2.12008	9.22942
17.196	10.5903	17.0053
2.4067	11.8075	15.1023
5.43147	7.77674	17.8637
3.58811	15.4872	1.79548
13.1817	2.27654	11.8052
3.76495	4.02711	17.566
12.3616	8.50852	7.71797
12.6093	8.56351	1.3891
2.31115	15.0013	5.68244
7.2496	14.3113	3.79099
4.84494	11.921	11.6422
3.7975	1.12721	2.14153
16.7689	8.92331	17.8589
11.0661	0.789144	14.5094
3.46424	3.513	4.90627
10.7868	2.62468	14.1718
4.35228	12.2301	17.0917
7.25932	7.60029	5.48812
16.0799	14.6645	15.018
6.51109	7.71662	7.08121
12.0171	13.1571	12.3814
2.14438	2.90612	12.8449
10.1311	3.93362	10.8743
17.1313	5.45335	5.23827
6.91537	14.3751	14.9544
3.97346	10.214	10.4928
13.9989	4.05381	11.9033
17.5042	3.94507	16.3169
4.91523	9.47245	11.8789
13.2635	14.4445	9.37734
10.9969	13.4853	2.80492
1.87421	13.7556	2.80982
4.58877	8.64032	15.335
5.15551	0.0771844	1.42912
12.3826	2.20271	6.77671
9.36593	3.78931	14.8539
11.8944	17.1711	4.91937
8.74523	14.1142	0.584437
0.0764307	0.697354	17.6368
5.63664	14.4792	4.73082
5.46711	15.2681	1.9073
0.0854451	2.39521	3.0483
16.6534	4.25685	0.880035
13.6581	16.9231	15.0682
14.3708	3.2759	0.0215917
13.7163	13.7377	14.0822
4.37409	14.7112	3.34792
14.5067	9.21803	1.67073
