4100	100.42	0.164726	0.466325	-0.301599	7.7	6.10623e-15	-2.55351e-15	1.38334e-13	317.542	-988.388	-670.846
4200	100.886	-0.0256673	0.46801	-0.493678	7.7	2.08167e-14	3.77476e-15	1.34115e-13	319.016	-1002.35	-683.332
4300	104.821	-0.167099	0.486274	-0.653373	7.7	2.44249e-15	-8.88178e-16	1.5532e-13	331.459	-1013.46	-681.996
4400	111.474	0.0832928	0.517156	-0.433863	7.7	1.31006e-14	1.21569e-14	1.67422e-13	352.498	-994.631	-642.133
4500	99.0975	-0.236277	0.459598	-0.695874	7.7	6.66134e-15	2.29816e-14	1.51434e-13	313.361	-997.464	-684.102
4600	97.8773	-0.0841007	0.454732	-0.538833	7.7	1.73195e-14	2.53131e-14	1.43496e-13	309.503	-1000.37	-690.867
4700	93.6748	0.123835	0.434726	-0.310891	7.7	1.4877e-14	2.38698e-14	1.63758e-13	296.214	-990.871	-694.657
4800	97.9528	-0.359294	0.456073	-0.815367	7.7	1.24345e-14	2.64233e-14	1.64646e-13	309.742	-1026.65	-716.904
4900	96.2341	0.136139	0.449334	-0.313195	7.7	1.55292e-14	1.52101e-14	1.67033e-13	304.307	-1012.26	-707.951
5000	102.853	0.223872	0.47934	-0.255468	7.7	1.33227e-15	5.55112e-16	1.6076e-13	325.237	-1010.66	-685.424
