256 256 6.3454 6.3454 6.3454
1 1 0.73104 0.76447 4.7733
2 1 2.5545 2.0448 1.2611
3 1 1.5274 0.074042 1.4749
4 1 5.0874 2.1313 1.9576
5 1 1.4585 4.0541 5.4079
6 1 2.9074 5.4505 4.7759
7 1 1.9588 4.3147 2.3133
8 1 4.0287 3.4365 4.8577
9 1 5.6346 4.9706 3.1314
10 1 -0.046704 1.2538 1.5107
11 1 0.026712 0.15037 4.0475
12 1 1.6891 0.38637 5.9709
13 1 5.5081 6.1713 5.7601
14 1 0.33843 3.7221 3.3385
15 1 2.6554 3.8976 1.5523
16 1 0.19236 1.9528 2.9355
17 1 3.7621 3.7262 3.7897
18 1 5.8886 2.043 3.8509
19 1 3.6529 5.6312 2.6907
20 1 1.7008 2.2831 5.534
21 1 1.578 3.631 1.561
22 1 3.1298 4.593 4.0301
23 1 5.511 3.1273 2.0706
24 1 1.2535 2.8899 0.79468
25 1 4.334 4.3861 4.4057
26 1 4.3555 3.6615 0.97271
27 1 5.0828 2.8747 1.1037
28 1 3.4063 3.3984 0.44558
29 1 0.64197 0.012337 2.1221
30 1 3.4902 2.7256 1.2929
31 1 3.5842 6.3455 4.7509
32 1 2.0795 4.8082 3.9028
33 1 0.14852 4.4208 4.8871
34 1 6.102 3.9087 0.44859
35 1 1.8782 5.664 4.4785
36 1 1.4157 3.2413 3.5425
37 1 2.8333 2.6322 2.1928
38 1 2.99 1.9753 3.8927
39 1 5.2155 -0.091488 0.44981
40 1 1.1648 1.7566 4.7642
41 1 4.3487 2.4052 4.7431
42 1 4.8936 5.1675 3.9296
43 1 2.5388 6.0097 1.4117
44 1 4.6064 0.86963 0.71889
45 1 3.0354 0.64679 1.2047
46 1 1.7681 2.6202 1.8282
47 1 0.84949 1.8227 1.9957
48 1 1.822 5.2509 5.439
49 1 2.3562 3.0521 0.98762
50 1 3.4091 6.4081 2.008
51 1 4.1174 1.6404 3.7772
52 1 4.1456 1.6888 0.078613
53 1 1.1806 5.6911 6.2173
54 1 2.1522 0.29217 0.61099
55 1 2.0651 2.2025 0.23883
56 1 6.2591 0.10426 0.16015
57 1 5.7123 1.3957 2.4693
58 1 5.708 3.8741 2.8252
59 1 0.50587 1.6216 3.9296
60 1 1.9846 3.274 2.6273
61 1 0.22583 4.5777 2.7011
62 1 4.157 6.2403 6.3679
63 1 2.6645 0.060373 4.2222
64 1 4.5172 5.5099 0.78924
65 1 1.4492 2.1515 3.8161
66 1 3.2878 6.0409 5.743
67 1 3.6167 0.78605 0.30374
68 1 2.6315 5.7879 2.461
69 1 3.7984 2.4414 5.6789
70 1 3.7394 4.7685 2.0269
71 1 5.5108 6.0313 4.6727
72 1 5.0914 3.6488 0.17382
73 1 0.40882 1.1049 0.35184
74 1 5.5882 4.6594 2.0748
75 1 3.1214 6.1671 0.47872
76 1 5.3136 4.524 5.9253
77 1 4.6207 1.2578 2.4853
78 1 5.1824 1.1516 1.5752
79 1 0.34173 0.97686 2.4757
80 1 3.8709 2.673 3.7885
81 1 1.7933 0.80315 4.9411
82 1 0.9438 4.5581 1.8121
83 1 4.8241 3.2354 3.0207
84 1 2.6778 5.173 0.66243
85 1 0.70561 4.014 6.2347
86 1 1.1869 1.346 5.7315
87 1 4.2753 0.81908 4.5643
88 1 1.62 3.8241 0.45125
89 1 6.0624 3.8387 5.7224
90 1 2.0543 1.0594 1.3529
91 1 3.3968 0.85252 3.9192
92 1 2.9385 3.025 3.4204
93 1 5.4102 2.5916 4.7098
94 1 5.3794 4.3265 4.8284
95 1 -0.080999 1.95 6.2917
96 1 3.6522 5.2739 0.19152
97 1 2.1572 3.2173 5.204
98 1 0.25216 5.8184 5.7169
99 1 1.9291 5.1716 2.9282
100 1 5.8087 4.1489 3.8658
101 1 0.40206 2.1214 1.0013
102 1 2.2673 5.8451 6.2427
103 1 4.8173 4.224 3.4209
104 1 1.1802 5.3608 3.6847
105 1 2.6987 1.3372 3.0321
106 1 1.3047 4.3198 3.2891
107 1 5.5342 5.973 3.5822
108 1 0.91551 5.3908 2.6036
109 1 2.8751 3.6319 4.444
110 1 3.9476 4.9478 3.4462
111 1 3.8976 5.358 4.422
112 1 4.9369 3.4756 4.2245
113 1 2.4355 4.092 5.8173
114 1 5.2225 0.70598 5.0796
115 1 2.6327 4.1225 0.50937
116 1 1.2012 6.1393 5.2099
117 1 2.2365 2.7782 4.193
118 1 4.4752 1.5261 5.4093
119 1 3.2739 1.4967 5.8577
120 1 2.9431 3.713 2.5602
121 1 2.6548 1.3215 0.44261
122 1 0.6326 0.47701 5.842
123 1 5.434 5.5116 1.4137
