0+2.0197i -0
0+2.0197i -0
0+2.0197i -0
0+1.7747e-07i -6.3691e-16-5.0732e-30i
4.5937e-08 1.2742e-14-7.0177e-29i
2.283e-07 1.3937e-16-1.3896e-30i
8.6421 0.052754
8.6421 0.052754
12.387 0.092533
12.387 0.092533
12.387 0.092533
17.635 0.11164
