# Position data for LJ Ar in 256 atom cell		

256 atoms
2 atom types	

0.0 6.25 xlo xhi
0.0 6.25 ylo yhi
0.0 6.25 zlo zhi

#-15.16 0.0 0.0 xy xz yz

Masses

1 0.83
2 1.17

Atoms				

1	1	0	0	0
2	1	0.77794025	0.77794025	0
3	2	0.77794025	0	0.77794025
4	1	0	0.77794025	0.77794025
5	1	1.555882353	0	0
6	2	2.333818898	0.77794025	0
7	1	2.333818898	0	0.77794025
8	2	1.555882353	0.77794025	0.77794025
9	1	3.111764706	0	0
10	1	3.889701251	0.77794025	0
11	1	3.889701251	0	0.77794025
12	1	3.111764706	0.77794025	0.77794025
13	2	4.667647059	0	0
14	1	5.445583604	0.77794025	0
15	2	5.445583604	0	0.77794025
16	2	4.667647059	0.77794025	0.77794025
17	2	0	1.555882353	0
18	2	0.77794025	2.333818898	0
19	1	0.77794025	1.555882353	0.77794025
20	1	0	2.333818898	0.77794025
21	1	1.555882353	1.555882353	0
22	2	2.333818898	2.333818898	0
23	2	2.333818898	1.555882353	0.77794025
24	1	1.555882353	2.333818898	0.77794025
25	2	3.111764706	1.555882353	0
26	1	3.889701251	2.333818898	0
27	1	3.889701251	1.555882353	0.77794025
28	2	3.111764706	2.333818898	0.77794025
29	1	4.667647059	1.555882353	0
30	1	5.445583604	2.333818898	0
31	2	5.445583604	1.555882353	0.77794025
32	1	4.667647059	2.333818898	0.77794025
33	1	0	3.111764706	0
34	2	0.77794025	3.889701251	0
35	2	0.77794025	3.111764706	0.77794025
36	1	0	3.889701251	0.77794025
37	1	1.555882353	3.111764706	0
38	2	2.333818898	3.889701251	0
39	2	2.333818898	3.111764706	0.77794025
40	1	1.555882353	3.889701251	0.77794025
41	2	3.111764706	3.111764706	0
42	2	3.889701251	3.889701251	0
43	2	3.889701251	3.111764706	0.77794025
44	2	3.111764706	3.889701251	0.77794025
45	2	4.667647059	3.111764706	0
46	1	5.445583604	3.889701251	0
47	1	5.445583604	3.111764706	0.77794025
48	1	4.667647059	3.889701251	0.77794025
49	2	0	4.667647059	0
50	1	0.77794025	5.445583604	0
51	1	0.77794025	4.667647059	0.77794025
52	2	0	5.445583604	0.77794025
53	1	1.555882353	4.667647059	0
54	2	2.333818898	5.445583604	0
55	2	2.333818898	4.667647059	0.77794025
56	2	1.555882353	5.445583604	0.77794025
57	1	3.111764706	4.667647059	0
58	2	3.889701251	5.445583604	0
59	2	3.889701251	4.667647059	0.77794025
60	2	3.111764706	5.445583604	0.77794025
61	1	4.667647059	4.667647059	0
62	2	5.445583604	5.445583604	0
63	2	5.445583604	4.667647059	0.77794025
64	2	4.667647059	5.445583604	0.77794025
65	2	0	0	1.555882353
66	1	0.77794025	0.77794025	1.555882353
67	1	0.77794025	0	2.333818898
68	1	0	0.77794025	2.333818898
69	2	1.555882353	0	1.555882353
70	2	2.333818898	0.77794025	1.555882353
71	2	2.333818898	0	2.333818898
72	2	1.555882353	0.77794025	2.333818898
73	2	3.111764706	0	1.555882353
74	2	3.889701251	0.77794025	1.555882353
75	2	3.889701251	0	2.333818898
76	1	3.111764706	0.77794025	2.333818898
77	2	4.667647059	0	1.555882353
78	1	5.445583604	0.77794025	1.555882353
79	2	5.445583604	0	2.333818898
80	1	4.667647059	0.77794025	2.333818898
81	2	0	1.555882353	1.555882353
82	2	0.77794025	2.333818898	1.555882353
83	1	0.77794025	1.555882353	2.333818898
84	1	0	2.333818898	2.333818898
85	2	1.555882353	1.555882353	1.555882353
86	2	2.333818898	2.333818898	1.555882353
87	1	2.333818898	1.555882353	2.333818898
